POSTAL_CODE,AREA,TOWN,PROVINCE
4807,Antipolo,Bagamanoc,Catanduanes
4807,Bacak,Bagamanoc,Catanduanes
4807,Bagatabao,Bagamanoc,Catanduanes
4807,Bugao,Bagamanoc,Catanduanes
4807,Cahan,Bagamanoc,Catanduanes
4807,Hinipaan,Bagamanoc,Catanduanes
4807,Magsaysay,Bagamanoc,Catanduanes
4807,Poblacion,Bagamanoc,Catanduanes
4807,Quezon (Pancayanan),Bagamanoc,Catanduanes
4807,Quigaray,Bagamanoc,Catanduanes
4807,Sagrada,Bagamanoc,Catanduanes
4807,Salvacion (Panuto),Bagamanoc,Catanduanes
4807,San Isidro,Bagamanoc,Catanduanes
4807,San Rafael (Mahantod),Bagamanoc,Catanduanes
4807,San VIcente,Bagamanoc,Catanduanes
4807,Santa Mesa,Bagamanoc,Catanduanes
4807,Santa Teresa,Bagamanoc,Catanduanes
4807,Suchan,Bagamanoc,Catanduanes
8204,Baculin,Baganga,Davao Oriental
8204,Banao,Baganga,Davao Oriental
8204,Batawan,Baganga,Davao Oriental
8204,Batiano,Baganga,Davao Oriental
8204,Binondo,Baganga,Davao Oriental
8204,Bobonao,Baganga,Davao Oriental
8204,Campawan,Baganga,Davao Oriental
8204,Central (Pob.),Baganga,Davao Oriental
8204,Dapnan,Baganga,Davao Oriental
8204,Kinablangan,Baganga,Davao Oriental
8204,Lambajon,Baganga,Davao Oriental
8204,Lucod,Baganga,Davao Oriental
8204,Mahanub,Baganga,Davao Oriental
8204,Mikit,Baganga,Davao Oriental
8204,Salingcomot,Baganga,Davao Oriental
8204,San Isidro,Baganga,Davao Oriental
8204,San VIctor,Baganga,Davao Oriental
8204,Saoquegue,Baganga,Davao Oriental
3506,Adaoag,Baggao,Cagayan
3506,Agaman (Proper),Baggao,Cagayan
3506,Agaman Norte,Baggao,Cagayan
3506,Agaman Sur,Baggao,Cagayan
3506,Alba,Baggao,Cagayan
3506,Annayatan,Baggao,Cagayan
3506,Asassi,Baggao,Cagayan
3506,Asinga-Via,Baggao,Cagayan
3506,Awallan,Baggao,Cagayan
3506,Bacagan,Baggao,Cagayan
3506,Bagunot,Baggao,Cagayan
3506,Barsat East,Baggao,Cagayan
3506,Barsat West,Baggao,Cagayan
3506,Bitag Grande,Baggao,Cagayan
3506,Bitag Peque¿o,Baggao,Cagayan
3506,Bunugan,Baggao,Cagayan
3506,C. Verzosa ((Valley Cove*),Baggao,Cagayan
3506,Canagatan,Baggao,Cagayan
3506,Carupian,Baggao,Cagayan
3506,Catugay,Baggao,Cagayan
3506,Dabbac Grande,Baggao,Cagayan
3506,Dalin,Baggao,Cagayan
3506,Dalla,Baggao,Cagayan
3506,Hacienda Intal,Baggao,Cagayan
3506,Ibulo,Baggao,Cagayan
3506,Imurong,Baggao,Cagayan
3506,J. Pallagao,Baggao,Cagayan
3506,Lasilat,Baggao,Cagayan
3506,Mabini,Baggao,Cagayan
3506,Masical,Baggao,Cagayan
3506,Mocag,Baggao,Cagayan
3506,Nangalinan,Baggao,Cagayan
3506,Poblacion (Centro),Baggao,Cagayan
3506,Remus,Baggao,Cagayan
3506,San Antonio,Baggao,Cagayan
3506,San Francisco,Baggao,Cagayan
3506,San Isidro,Baggao,Cagayan
3506,San Jose,Baggao,Cagayan
3506,San Miguel,Baggao,Cagayan
3506,San VIcente,Baggao,Cagayan
3506,Santa Margarita,Baggao,Cagayan
3506,Santor,Baggao,Cagayan
3506,Taguing,Baggao,Cagayan
3506,Taguntungan,Baggao,Cagayan
3506,Tallang,Baggao,Cagayan
3506,Taytay,Baggao,Cagayan
3506,Temblique,Baggao,Cagayan
3506,Tungel,Baggao,Cagayan
6101,Abuanan,Bago City,Negros Occidental
6101,Alianza,Bago City,Negros Occidental
6101,Atipuluan,Bago City,Negros Occidental
6101,Bacong-Montilla,Bago City,Negros Occidental
6101,Bagroy,Bago City,Negros Occidental
6101,Balingasag,Bago City,Negros Occidental
6101,Binubuhan,Bago City,Negros Occidental
6101,Busay,Bago City,Negros Occidental
6101,Calumangan,Bago City,Negros Occidental
6101,Caridad,Bago City,Negros Occidental
6101,Dulao,Bago City,Negros Occidental
6101,Ilijan,Bago City,Negros Occidental
6101,Jorge L. Araneta (Ma-Ao Central),Bago City,Negros Occidental
6101,Lag-Asan,Bago City,Negros Occidental
6101,Ma-Ao Barrio,Bago City,Negros Occidental
6101,Mailum,Bago City,Negros Occidental
6101,Malingin,Bago City,Negros Occidental
6101,Napoles,Bago City,Negros Occidental
6101,Pacol,Bago City,Negros Occidental
6101,Poblacion,Bago City,Negros Occidental
6101,Sagasa,Bago City,Negros Occidental
6101,Sampinit,Bago City,Negros Occidental
6101,Tabunan,Bago City,Negros Occidental
6101,Taloc,Bago City,Negros Occidental
2600,A. Bonifacio-Caguioa-Rimando (Abcr),Baguio City,Benguet
2600,Abanao-Zandueta-Kayong-Chugum-Otek,Baguio City,Benguet
2600,Alfonso Tabora,Baguio City,Benguet
2600,Ambiong,Baguio City,Benguet
2600,Andres Bonifacio (Lowebokawkan),Baguio City,Benguet
2600,Apugan-Loakan,Baguio City,Benguet
2600,Asin Road,Baguio City,Benguet
2600,Atok Trail,Baguio City,Benguet
2600,Aurora Hill Prope(Malvar-Sgt. Floresca),Baguio City,Benguet
2600,"Aurora Hill, North Central",Baguio City,Benguet
2600,"Aurora Hill, South Central",Baguio City,Benguet
2600,Bagong Lipunan (Market Area),Baguio City,Benguet
2600,Bakakeng Central,Baguio City,Benguet
2600,Bakakeng North,Baguio City,Benguet
2600,Bal-Marcoville (Marcoville),Baguio City,Benguet
2600,Balsigan,Baguio City,Benguet
2600,Bayan Park East,Baguio City,Benguet
2600,Bayan Park VIllage,Baguio City,Benguet
2600,Bayan Park West (Bayan Park),Baguio City,Benguet
2600,Bgh Compound,Baguio City,Benguet
2600,Brookside,Baguio City,Benguet
2600,Brookspoint,Baguio City,Benguet
2600,Cabinet Hill-Teacher'S Camp,Baguio City,Benguet
2600,Camdas Subdivision,Baguio City,Benguet
2600,Camp 7,Baguio City,Benguet
2600,Camp 8,Baguio City,Benguet
2600,Camp Allen,Baguio City,Benguet
2600,Campo Filipino,Baguio City,Benguet
2600,City Camp Central,Baguio City,Benguet
2600,City Camp Proper,Baguio City,Benguet
2600,Country Club VIllage,Baguio City,Benguet
2600,Cresencia VIllage,Baguio City,Benguet
2600,"Dagsian, Lower",Baguio City,Benguet
2600,"Dagsian, Upper",Baguio City,Benguet
2600,Dizon Subdivision,Baguio City,Benguet
2600,Dominican Hill-Mirador,Baguio City,Benguet
2600,Dontogan,Baguio City,Benguet
2600,Dps Area,Baguio City,Benguet
2600,Engineers' Hill,Baguio City,Benguet
2600,Fairview VIllage,Baguio City,Benguet
2600,Ferdinand (Happy Homes-Campo Sioco),Baguio City,Benguet
2600,Fort Del Pilar,Baguio City,Benguet
2600,Gabriela Silang,Baguio City,Benguet
2600,General Emilio F. Aguinaldo,Baguio City,Benguet
2600,"General Luna, Lower",Baguio City,Benguet
2600,"General Luna, Upper",Baguio City,Benguet
2600,Gibraltar,Baguio City,Benguet
2600,Greenwatevillage,Baguio City,Benguet
2600,Guisad Central,Baguio City,Benguet
2600,Guisad Sorong,Baguio City,Benguet
2600,Happy Hollow,Baguio City,Benguet
2600,Happy Homes (Happy Homes-Lucban),Baguio City,Benguet
2600,Harrison-Claudio Carantes,Baguio City,Benguet
2600,Hillside,Baguio City,Benguet
2600,Holy Ghost Extension,Baguio City,Benguet
2600,Holy Ghost Proper,Baguio City,Benguet
2600,Honeymoon (Honeymoon-Holy Ghost),Baguio City,Benguet
2600,Imelda R. Marcos (La Salle),Baguio City,Benguet
2600,Imelda VIllage,Baguio City,Benguet
2600,Irisan,Baguio City,Benguet
2600,Kabayanihan,Baguio City,Benguet
2600,Kagitingan,Baguio City,Benguet
2600,Kayang Extension,Baguio City,Benguet
2600,Kayang-Hilltop,Baguio City,Benguet
2600,Kias,Baguio City,Benguet
2600,Legarda-Burnham-Kisad,Baguio City,Benguet
2600,Liwanag-Loakan,Baguio City,Benguet
2600,Loakan Proper,Baguio City,Benguet
2600,Lopez Jaena,Baguio City,Benguet
2600,Lourdes Subdivision Extension,Baguio City,Benguet
2600,"Lourdes Subdivision, Lower",Baguio City,Benguet
2600,"Lourdes Subdivision, Proper",Baguio City,Benguet
2600,Lualhati,Baguio City,Benguet
2600,Lucnab,Baguio City,Benguet
2600,Magsaysay Private Road,Baguio City,Benguet
2600,"Magsaysay, Lower",Baguio City,Benguet
2600,"Magsaysay, Upper",Baguio City,Benguet
2600,Malcolm Square-Perfecto,Baguio City,Benguet
2600,Manuel A. Roxas,Baguio City,Benguet
2600,"Market Subdivision, Upper",Baguio City,Benguet
2600,Middle Quezon Hill Subdivision,Baguio City,Benguet
2600,Military Cut-Off,Baguio City,Benguet
2600,Mines VIew Park,Baguio City,Benguet
2600,"Modern Site, East",Baguio City,Benguet
2600,"Modern Site, West",Baguio City,Benguet
2600,Mrr-Queen Of Peace,Baguio City,Benguet
2600,New Lucban,Baguio City,Benguet
2600,Outlook Drive,Baguio City,Benguet
2600,Pacdal,Baguio City,Benguet
2600,Padre Burgos,Baguio City,Benguet
2600,Padre Zamora,Baguio City,Benguet
2600,Palma-Urbano (Cari¿o-Palma),Baguio City,Benguet
2600,Phil-Am,Baguio City,Benguet
2600,Pinget,Baguio City,Benguet
2600,Pinsao Pilot Project,Baguio City,Benguet
2600,Pinsao Proper,Baguio City,Benguet
2600,Poliwes,Baguio City,Benguet
2600,Pucsusan,Baguio City,Benguet
2600,Quezon Hill Proper,Baguio City,Benguet
2600,"Quezon Hill, Upper",Baguio City,Benguet
2600,"Quirino Hill, East",Baguio City,Benguet
2600,"Quirino Hill, Lower",Baguio City,Benguet
2600,"Quirino Hill, Middle",Baguio City,Benguet
2600,"Quirino Hill, West",Baguio City,Benguet
2600,"Quirino-Magsaysay, Upper (Upper qm)",Baguio City,Benguet
2600,Rizal Monument Area,Baguio City,Benguet
2600,"Rock Quarry, Lower",Baguio City,Benguet
2600,"Rock Quarry, Middle",Baguio City,Benguet
2600,"Rock Quarry, Upper",Baguio City,Benguet
2600,Saint Joseph VIllage,Baguio City,Benguet
2600,Salud Mitra,Baguio City,Benguet
2600,San Antonio VIllage,Baguio City,Benguet
2600,San Luis VIllage,Baguio City,Benguet
2600,San Roque VIllage,Baguio City,Benguet
2600,San VIcente,Baguio City,Benguet
2600,"Sanitary Camp, North",Baguio City,Benguet
2600,"Sanitary Camp, South",Baguio City,Benguet
2600,Santa Escolastica,Baguio City,Benguet
2600,Santo Rosario,Baguio City,Benguet
2600,Santo Tomas Proper,Baguio City,Benguet
2600,Santo Tomas School Area,Baguio City,Benguet
2600,Scout Barrio,Baguio City,Benguet
2600,Session Road Area,Baguio City,Benguet
2600,Slaughtehouse Area,Baguio City,Benguet
2600,Slu-Svp Housing VIllage,Baguio City,Benguet
2600,South Drive,Baguio City,Benguet
2600,Teodora Alonzo,Baguio City,Benguet
2600,Trancoville,Baguio City,Benguet
2600,Victoria VIllage,Baguio City,Benguet
2512,Alibangsay,Bagulin,La Union
2512,Baay,Bagulin,La Union
2512,Cambaly,Bagulin,La Union
2512,Cardiz,Bagulin,La Union
2512,Dagup,Bagulin,La Union
2512,Libbo,Bagulin,La Union
2512,Suyo (Pob.),Bagulin,La Union
2512,Tagudtud,Bagulin,La Union
2512,Tio-Angan,Bagulin,La Union
2512,Wallayan,Bagulin,La Union
9810,Bai Sarifinang,Bagumbayan,Sultan Kudarat
9810,Biwang,Bagumbayan,Sultan Kudarat
9810,Busok,Bagumbayan,Sultan Kudarat
9810,Chua,Bagumbayan,Sultan Kudarat
9810,Daguma,Bagumbayan,Sultan Kudarat
9810,Daluga,Bagumbayan,Sultan Kudarat
9810,Kabulanan,Bagumbayan,Sultan Kudarat
9810,Kanulay,Bagumbayan,Sultan Kudarat
9810,Kapaya,Bagumbayan,Sultan Kudarat
9810,Kinayao,Bagumbayan,Sultan Kudarat
9810,Masiag,Bagumbayan,Sultan Kudarat
9810,Monteverde,Bagumbayan,Sultan Kudarat
9810,Poblacion,Bagumbayan,Sultan Kudarat
9810,Santo Ni¿o,Bagumbayan,Sultan Kudarat
9810,Sison,Bagumbayan,Sultan Kudarat
9810,South Sepaka,Bagumbayan,Sultan Kudarat
9810,Sumilil,Bagumbayan,Sultan Kudarat
9810,Titulok,Bagumbayan,Sultan Kudarat
9810,Tuka,Bagumbayan,Sultan Kudarat
6206,Barangay I (Pob.),Bais City,Negros Oriental
6206,Barangay II (Pob.),Bais City,Negros Oriental
6206,Basak,Bais City,Negros Oriental
6206,Bi¿ohon,Bais City,Negros Oriental
6206,Cabanlutan,Bais City,Negros Oriental
6206,Calasga-An,Bais City,Negros Oriental
6206,Cambagahan,Bais City,Negros Oriental
6206,Cambaguio,Bais City,Negros Oriental
6206,Cambanjao,Bais City,Negros Oriental
6206,Cambuilao,Bais City,Negros Oriental
6206,Canlargo,Bais City,Negros Oriental
6206,Capi¿ahan,Bais City,Negros Oriental
6206,Consolacion,Bais City,Negros Oriental
6206,Dansulan,Bais City,Negros Oriental
6206,Hangyad,Bais City,Negros Oriental
6206,Katacgahan (Tacgahan),Bais City,Negros Oriental
6206,La Paz,Bais City,Negros Oriental
6206,Lo-Oc,Bais City,Negros Oriental
6206,Lonoy,Bais City,Negros Oriental
6206,Mabunao,Bais City,Negros Oriental
6206,Manlipac,Bais City,Negros Oriental
6206,Mansangaban,Bais City,Negros Oriental
6206,Okiot,Bais City,Negros Oriental
6206,Olympia,Bais City,Negros Oriental
6206,Panala-An,Bais City,Negros Oriental
6206,Panam-Angan,Bais City,Negros Oriental
6206,Rosario,Bais City,Negros Oriental
6206,Sab-Ahan,Bais City,Negros Oriental
6206,San Isidro,Bais City,Negros Oriental
6206,Tagpo,Bais City,Negros Oriental
6206,Talungon,Bais City,Negros Oriental
6206,Tamisu,Bais City,Negros Oriental
6206,Tamogong,Bais City,Negros Oriental
6206,Tangculogan,Bais City,Negros Oriental
6206,Valencia,Bais City,Negros Oriental
2610,Ampusongan,Bakun,Benguet
2610,Bagu,Bakun,Benguet
2610,Dalipey,Bakun,Benguet
2610,Gambang,Bakun,Benguet
2610,Kayapa,Bakun,Benguet
2610,Poblacion (Central),Bakun,Benguet
2610,Sinacbat,Bakun,Benguet
5307,Agutayan,Balabac,Palawan
5307,Bancalaan,Balabac,Palawan
5307,Bugsuk (New Cagayancillo),Balabac,Palawan
5307,Catagupan,Balabac,Palawan
5307,Indalawan,Balabac,Palawan
5307,Malaking Ilog,Balabac,Palawan
5307,Mangsee,Balabac,Palawan
5307,Melville,Balabac,Palawan
5307,Pandanan,Balabac,Palawan
5307,Pasig,Balabac,Palawan
5307,Poblacion I,Balabac,Palawan
5307,Poblacion II,Balabac,Palawan
5307,Poblacion III,Balabac,Palawan
5307,Poblacion IV,Balabac,Palawan
5307,Poblacion V,Balabac,Palawan
5307,Poblacion VI,Balabac,Palawan
5307,Rabor,Balabac,Palawan
5307,Ramos,Balabac,Palawan
5307,Salang,Balabac,Palawan
5307,Sebaring,Balabac,Palawan
9302,Bagoaingud,Balabagan,Lanao del Sur
9302,Banago,Balabagan,Lanao del Sur
9302,Barorao,Balabagan,Lanao del Sur
9302,Batuan,Balabagan,Lanao del Sur
9302,Budas,Balabagan,Lanao del Sur
9302,Buenavista,Balabagan,Lanao del Sur
9302,Buisan (Bengabeng),Balabagan,Lanao del Sur
9302,Calilangan,Balabagan,Lanao del Sur
9302,Igabay,Balabagan,Lanao del Sur
9302,Ilian,Balabagan,Lanao del Sur
9302,Lalabuan,Balabagan,Lanao del Sur
9302,Lorenzo,Balabagan,Lanao del Sur
9302,Loweitil,Balabagan,Lanao del Sur
9302,Lumbac,Balabagan,Lanao del Sur
9302,Macao,Balabagan,Lanao del Sur
9302,Magulalung Occidental,Balabagan,Lanao del Sur
9302,Magulalung Oriental,Balabagan,Lanao del Sur
9302,Matampay,Balabagan,Lanao del Sur
9302,Matanog,Balabagan,Lanao del Sur
9302,Molimoc,Balabagan,Lanao del Sur
9302,Narra,Balabagan,Lanao del Sur
9302,Pindolonan,Balabagan,Lanao del Sur
9302,Plasan,Balabagan,Lanao del Sur
9302,Poblacion (Balabagan),Balabagan,Lanao del Sur
9302,Purakan,Balabagan,Lanao del Sur
9302,Tataya,Balabagan,Lanao del Sur
9302,Upper itil,Balabagan,Lanao del Sur
3016,Borol 1St,Balagtas,Bulacan
3016,Borol 2Nd,Balagtas,Bulacan
3016,Dalig,Balagtas,Bulacan
3016,Longos,Balagtas,Bulacan
3016,Panginay,Balagtas,Bulacan
3016,Pulong Gubat,Balagtas,Bulacan
3016,San Juan,Balagtas,Bulacan
3016,Santol,Balagtas,Bulacan
3016,Wawa (Pob.),Balagtas,Bulacan
6041,Abucayan,Balamban,Cebu
6041,Aliwanay,Balamban,Cebu
6041,Arpili,Balamban,Cebu
6041,Baliwagan (Pob.),Balamban,Cebu
6041,Bayong,Balamban,Cebu
6041,Biasong,Balamban,Cebu
6041,Buanoy,Balamban,Cebu
6041,Cabagdalan,Balamban,Cebu
6041,Cabasiangan,Balamban,Cebu
6041,Cambuhawe,Balamban,Cebu
6041,Cansomoroy,Balamban,Cebu
6041,Cantibas,Balamban,Cebu
6041,Cantuod,Balamban,Cebu
6041,Duangan,Balamban,Cebu
6041,Gaas,Balamban,Cebu
6041,Ginatilan,Balamban,Cebu
6041,Hingatmonan,Balamban,Cebu
6041,Lamesa,Balamban,Cebu
6041,Liki,Balamban,Cebu
6041,Luca,Balamban,Cebu
6041,Matun-Og,Balamban,Cebu
6041,Nangka,Balamban,Cebu
6041,Pondol,Balamban,Cebu
6041,Prenza,Balamban,Cebu
6041,Santa Cruz-Santo Ni¿o (Pob.),Balamban,Cebu
6041,Singsing,Balamban,Cebu
6041,Sunog,Balamban,Cebu
6041,Vito,Balamban,Cebu
2100,Bagong Silang,Balanga City,Bataan
2100,Bagumbayan,Balanga City,Bataan
2100,Cabog-Cabog,Balanga City,Bataan
2100,Camacho,Balanga City,Bataan
2100,Cataning,Balanga City,Bataan
2100,Central,Balanga City,Bataan
2100,Cupang North,Balanga City,Bataan
2100,Cupang Proper,Balanga City,Bataan
2100,Cupang West,Balanga City,Bataan
2100,Dangcol (Bernabe),Balanga City,Bataan
2100,Do¿a Francisca,Balanga City,Bataan
2100,Ibayo,Balanga City,Bataan
2100,Lote,Balanga City,Bataan
2100,Malabia,Balanga City,Bataan
2100,Munting Batangas (Cadre),Balanga City,Bataan
2100,Poblacion,Balanga City,Bataan
2100,Pto. Rivas Ibaba,Balanga City,Bataan
2100,Pto. Rivas Itaas,Balanga City,Bataan
2100,San Jose,Balanga City,Bataan
2100,Sibacan,Balanga City,Bataan
2100,Talisay,Balanga City,Bataan
2100,Tanato,Balanga City,Bataan
2100,Tenejero,Balanga City,Bataan
2100,Tortugas,Balanga City,Bataan
2100,Tuyo,Balanga City,Bataan
6812,Bacjao,Balangiga,Eastern Samar
6812,Barangay Poblacion I,Balangiga,Eastern Samar
6812,Barangay Poblacion II,Balangiga,Eastern Samar
6812,Barangay Poblacion III,Balangiga,Eastern Samar
6812,Barangay Poblacion IV,Balangiga,Eastern Samar
6812,Barangay Poblacion V,Balangiga,Eastern Samar
6812,Barangay Poblacion VI,Balangiga,Eastern Samar
6812,Cag-Olango,Balangiga,Eastern Samar
6812,Cansumangcay,Balangiga,Eastern Samar
6812,Guinmaayohan,Balangiga,Eastern Samar
6812,Maybunga,Balangiga,Eastern Samar
6812,San Miguel,Balangiga,Eastern Samar
6812,Santa Rosa,Balangiga,Eastern Samar
6801,Balogo,Balangkayan,Eastern Samar
6801,Bangon,Balangkayan,Eastern Samar
6801,Cabay,Balangkayan,Eastern Samar
6801,Caisawan,Balangkayan,Eastern Samar
6801,Cantubi,Balangkayan,Eastern Samar
6801,General Malvar,Balangkayan,Eastern Samar
6801,Guinpoliran,Balangkayan,Eastern Samar
6801,Julag,Balangkayan,Eastern Samar
6801,Magsaysay,Balangkayan,Eastern Samar
6801,Maramag,Balangkayan,Eastern Samar
6801,Poblacion I,Balangkayan,Eastern Samar
6801,Poblacion II,Balangkayan,Eastern Samar
6801,Poblacion III,Balangkayan,Eastern Samar
6801,Poblacion IV,Balangkayan,Eastern Samar
6801,Poblacion V,Balangkayan,Eastern Samar
2517,Almieda,Balaoan,La Union
2517,Antonino,Balaoan,La Union
2517,Apatut,Balaoan,La Union
2517,Ar-Arampang,Balaoan,La Union
2517,Baracbac Este,Balaoan,La Union
2517,Baracbac Oeste,Balaoan,La Union
2517,Bet-Ang,Balaoan,La Union
2517,Bulbulala,Balaoan,La Union
8502,Mahayag,Bayugan,Agusan del Sur
8502,Marcelina,Bayugan,Agusan del Sur
8502,Maygatasan,Bayugan,Agusan del Sur
8502,Montivesta,Bayugan,Agusan del Sur
8502,Mt. Ararat,Bayugan,Agusan del Sur
8502,Mt. Carmel,Bayugan,Agusan del Sur
8502,Mt. Olive,Bayugan,Agusan del Sur
8502,New Salem,Bayugan,Agusan del Sur
8502,Noli,Bayugan,Agusan del Sur
8502,Osme¿a,Bayugan,Agusan del Sur
8502,Panaytay,Bayugan,Agusan del Sur
8502,Pinagalaan,Bayugan,Agusan del Sur
8502,Poblacion,Bayugan,Agusan del Sur
8502,Sagmone,Bayugan,Agusan del Sur
8502,Saguma,Bayugan,Agusan del Sur
8502,Salvacion,Bayugan,Agusan del Sur
8502,San Agustin,Bayugan,Agusan del Sur
8502,San Isidro,Bayugan,Agusan del Sur
8502,San Juan,Bayugan,Agusan del Sur
8502,Santa Irene,Bayugan,Agusan del Sur
8502,Santa Teresita,Bayugan,Agusan del Sur
8502,Santo Ni¿o,Bayugan,Agusan del Sur
8502,Taglatawan,Bayugan,Agusan del Sur
8502,Taglibas,Bayugan,Agusan del Sur
8502,Tagubay,Bayugan,Agusan del Sur
8502,Verdu,Bayugan,Agusan del Sur
8502,Villa Undayon,Bayugan,Agusan del Sur
8502,Wawa,Bayugan,Agusan del Sur
5701,Borocboroc,Belison,Antique
5701,Buenavista,Belison,Antique
5701,Concepcion,Belison,Antique
5701,Delima,Belison,Antique
5701,Ipil,Belison,Antique
5701,Maradiona,Belison,Antique
5701,Mojon,Belison,Antique
5701,Poblacion,Belison,Antique
5701,Rombang,Belison,Antique
5701,Salvacion,Belison,Antique
5701,Sinaja,Belison,Antique
3331,Andabuen,Benito Soliven,Isabela
3331,Ara,Benito Soliven,Isabela
3331,Balliao,Benito Soliven,Isabela
3331,Binogtungan,Benito Soliven,Isabela
3331,Capuseran (Capurocan),Benito Soliven,Isabela
3331,Dagupan,Benito Soliven,Isabela
3331,Danipa,Benito Soliven,Isabela
3331,District I (Pob.),Benito Soliven,Isabela
3331,District II (Pob.),Benito Soliven,Isabela
3331,Gomez,Benito Soliven,Isabela
3331,Guilingan,Benito Soliven,Isabela
3331,La Salette,Benito Soliven,Isabela
3331,Lucban,Benito Soliven,Isabela
3331,Makindol,Benito Soliven,Isabela
3331,Maluno Norte,Benito Soliven,Isabela
3331,Maluno Sur,Benito Soliven,Isabela
3331,Nacalma,Benito Soliven,Isabela
3331,New Magsaysay,Benito Soliven,Isabela
3331,Placer,Benito Soliven,Isabela
3331,Punit,Benito Soliven,Isabela
3331,San Carlos,Benito Soliven,Isabela
3331,San Francisco,Benito Soliven,Isabela
3331,Santa Cruz,Benito Soliven,Isabela
3331,Santiago,Benito Soliven,Isabela
3331,Sevillana,Benito Soliven,Isabela
3331,Sinipit,Benito Soliven,Isabela
3331,Villaluz,Benito Soliven,Isabela
3331,Yeban Norte,Benito Soliven,Isabela
3331,Yeban Sur,Benito Soliven,Isabela
2618,Agawa,Besao,Mountain Province
2618,Ambaguio,Besao,Mountain Province
2618,Banguitan,Besao,Mountain Province
2618,Besao East (Besao Proper),Besao,Mountain Province
2618,Besao West,Besao,Mountain Province
2618,Catengan,Besao,Mountain Province
2618,Gueday,Besao,Mountain Province
2618,Kin-Iway (Pob.),Besao,Mountain Province
2618,Lacmaan,Besao,Mountain Province
2618,Laylaya,Besao,Mountain Province
2618,Padangan,Besao,Mountain Province
2618,Payeo,Besao,Mountain Province
2618,Suquib,Besao,Mountain Province
2618,Tamboan,Besao,Mountain Province
6326,Bilangbilangan Dako,Bien Unido,Bohol
6326,Bilangbilangan Diot,Bien Unido,Bohol
6326,Hingotanan East,Bien Unido,Bohol
6326,Hingotanan West,Bien Unido,Bohol
6326,Liberty,Bien Unido,Bohol
6326,Malingin,Bien Unido,Bohol
6326,Mandawa,Bien Unido,Bohol
6326,Maomawan,Bien Unido,Bohol
6326,Nueva Esperanza,Bien Unido,Bohol
6326,Nueva Estrella,Bien Unido,Bohol
6326,Pinamgo,Bien Unido,Bohol
6326,Poblacion (Bien Unido),Bien Unido,Bohol
6326,Puerto San Pedro,Bien Unido,Bohol
6326,Sagasa,Bien Unido,Bohol
6326,Tuboran,Bien Unido,Bohol
6317,Bonifacio,Bilar,Bohol
6317,Bugang Norte,Bilar,Bohol
6317,Bugang Sur,Bilar,Bohol
6317,Cabacnitan (Magsaysay),Bilar,Bohol
6317,Cambigsi,Bilar,Bohol
6317,Campagao,Bilar,Bohol
6317,Cansumbol,Bilar,Bohol
6317,Dagohoy,Bilar,Bohol
6317,Owac,Bilar,Bohol
6317,Poblacion,Bilar,Bohol
6317,Quezon,Bilar,Bohol
6317,Riverside,Bilar,Bohol
6317,Rizal,Bilar,Bohol
6317,Roxas,Bilar,Bohol
6317,Subayon,Bilar,Bohol
6317,Villa Aurora,Bilar,Bohol
6317,Villa Suerte,Bilar,Bohol
6317,Yanaya,Bilar,Bohol
6317,Zamora,Bilar,Bohol
6549,Bato,Biliran,Biliran
6549,Burabod,Biliran,Biliran
6549,Busali,Biliran,Biliran
6549,Canila,Biliran,Biliran
6549,Hugpa,Biliran,Biliran
6549,Julita,Biliran,Biliran
6549,Pinangumhan,Biliran,Biliran
6549,San Isidro (Pob.),Biliran,Biliran
6549,San Roque (Pob.),Biliran,Biliran
6549,Sanggalang,Biliran,Biliran
6549,Villa Enage (Baras),Biliran,Biliran
6107,Amontay,Binalbagan,Negros Occidental
6107,Bagroy,Binalbagan,Negros Occidental
6107,Bi-Ao,Binalbagan,Negros Occidental
6107,Canmoros (Pob.),Binalbagan,Negros Occidental
6107,Enclaro,Binalbagan,Negros Occidental
6107,Marina (Pob.),Binalbagan,Negros Occidental
6107,Paglaum (Pob.),Binalbagan,Negros Occidental
6107,Payao,Binalbagan,Negros Occidental
6107,Progreso (Pob.),Binalbagan,Negros Occidental
6107,San Jose,Binalbagan,Negros Occidental
6107,San Juan (Pob.),Binalbagan,Negros Occidental
6107,San Pedro (Pob.),Binalbagan,Negros Occidental
6107,San Teodoro (Pob.),Binalbagan,Negros Occidental
6107,San VIcente (Pob.),Binalbagan,Negros Occidental
6107,Santo Rosario (Pob.),Binalbagan,Negros Occidental
6107,Santol,Binalbagan,Negros Occidental
2436,Balangobong,Binalonan,Pangasinan
2436,Bued,Binalonan,Pangasinan
2436,Bugayong,Binalonan,Pangasinan
2436,Camangaan,Binalonan,Pangasinan
2436,Canarvacanan,Binalonan,Pangasinan
2436,Capas,Binalonan,Pangasinan
2436,Cili,Binalonan,Pangasinan
2436,Dumayat,Binalonan,Pangasinan
2436,Linmansangan,Binalonan,Pangasinan
2436,Mangcasuy,Binalonan,Pangasinan
2436,Moreno,Binalonan,Pangasinan
2436,Pasileng Norte,Binalonan,Pangasinan
2436,Pasileng Sur,Binalonan,Pangasinan
2436,Poblacion,Binalonan,Pangasinan
2436,San Felipe Central,Binalonan,Pangasinan
2436,San Felipe Sur,Binalonan,Pangasinan
2436,San Pablo,Binalonan,Pangasinan
2436,Santa Catalina,Binalonan,Pangasinan
